1,0.0039062,-1.172
1,0.0078125,-1.172
1,0.011719,-1.172
1,0.015625,-1.172
1,0.019531,-1.172
1,0.023438,-1.172
1,0.027344,-1.172
1,0.03125,-1.172
1,0.035156,-1.172
1,0.039062,-1.172
1,0.042969,-1.172
1,0.046875,-1.172
1,0.050781,-1.172
1,0.054688,-1.172
1,0.058594,-1.172
1,0.0625,-1.172
1,0.066406,-1.172
1,0.070312,-1.1715
1,0.074219,-1.1552
1,0.078125,-1.0716
1,0.082031,-0.87195
1,0.085938,-0.55873
1,0.089844,-0.18182
1,0.09375,0.19583
1,0.097656,0.52677
1,0.10156,0.78855
1,0.10547,0.97957
1,0.10938,1.1101
1,0.11328,1.1947
1,0.11719,1.247
1,0.12109,1.2782
1,0.125,1.2962
1,0.12891,1.3062
1,0.13281,1.3112
1,0.13672,1.2978
1,0.14062,1.2157
1,0.14453,1.0169
1,0.14844,0.70404
1,0.15234,0.32733
1,0.15625,-0.050223
1,0.16016,-0.38111
1,0.16406,-0.64287
1,0.16797,-0.83388
1,0.17188,-0.96444
1,0.17578,-1.049
1,0.17969,-1.1013
1,0.18359,-1.1325
1,0.1875,-1.1505
1,0.19141,-1.1605
1,0.19531,-1.1655
1,0.19922,-1.1521
1,0.20312,-1.07
1,0.20703,-0.87116
1,0.21094,-0.55834
1,0.21484,-0.18164
1,0.21875,0.19592
1,0.22266,0.52681
1,0.22656,0.78857
1,0.23047,0.97957
1,0.23438,1.1101
1,0.23828,1.1947
1,0.24219,1.247
1,0.24609,1.2782
1,0.25,1.2962
1,0.25391,1.3062
1,0.25781,1.3112
1,0.26172,1.2978
1,0.26562,1.2157
1,0.26953,1.0169
1,0.27344,0.70404
1,0.27734,0.32733
1,0.28125,-0.050223
1,0.28516,-0.38111
1,0.28906,-0.64287
1,0.29297,-0.83388
1,0.29688,-0.96444
1,0.30078,-1.049
1,0.30469,-1.1013
1,0.30859,-1.1325
1,0.3125,-1.1505
1,0.31641,-1.1605
1,0.32031,-1.1655
1,0.32422,-1.1521
1,0.32812,-1.07
1,0.33203,-0.87116
1,0.33594,-0.55834
1,0.33984,-0.18164
1,0.34375,0.19592
1,0.34766,0.52681
1,0.35156,0.78857
1,0.35547,0.97957
1,0.35938,1.1101
1,0.36328,1.1947
1,0.36719,1.247
1,0.37109,1.2782
1,0.375,1.2962
1,0.37891,1.3062
1,0.38281,1.3112
1,0.38672,1.2978
1,0.39062,1.2157
1,0.39453,1.0169
1,0.39844,0.70404
1,0.40234,0.32733
1,0.40625,-0.050223
1,0.41016,-0.38111
1,0.41406,-0.64287
1,0.41797,-0.83388
1,0.42188,-0.96444
1,0.42578,-1.049
1,0.42969,-1.1013
1,0.43359,-1.1325
1,0.4375,-1.1505
1,0.44141,-1.1605
1,0.44531,-1.1655
1,0.44922,-1.1521
1,0.45312,-1.07
1,0.45703,-0.87116
1,0.46094,-0.55834
1,0.46484,-0.18164
1,0.46875,0.19592
1,0.47266,0.52681
1,0.47656,0.78857
1,0.48047,0.97957
1,0.48438,1.1101
1,0.48828,1.1947
1,0.49219,1.247
1,0.49609,1.2782
1,0.5,1.2962
1,0.50391,1.3062
1,0.50781,1.3112
1,0.51172,1.2978
1,0.51562,1.2157
1,0.51953,1.0169
1,0.52344,0.70404
1,0.52734,0.32733
1,0.53125,-0.050223
1,0.53516,-0.38111
1,0.53906,-0.64287
1,0.54297,-0.83388
1,0.54688,-0.96444
1,0.55078,-1.049
1,0.55469,-1.1013
1,0.55859,-1.1325
1,0.5625,-1.1505
1,0.56641,-1.1605
1,0.57031,-1.1655
1,0.57422,-1.1521
1,0.57812,-1.07
1,0.58203,-0.87116
1,0.58594,-0.55834
1,0.58984,-0.18164
1,0.59375,0.19592
1,0.59766,0.52681
1,0.60156,0.78857
1,0.60547,0.97957
1,0.60938,1.1101
1,0.61328,1.1947
1,0.61719,1.247
1,0.62109,1.2782
1,0.625,1.2962
1,0.62891,1.3062
1,0.63281,1.3112
1,0.63672,1.2978
1,0.64062,1.2157
1,0.64453,1.0169
1,0.64844,0.70404
1,0.65234,0.32733
1,0.65625,-0.050223
1,0.66016,-0.38111
1,0.66406,-0.64287
1,0.66797,-0.83388
1,0.67188,-0.96444
1,0.67578,-1.049
1,0.67969,-1.1013
1,0.68359,-1.1325
1,0.6875,-1.1505
1,0.69141,-1.1605
1,0.69531,-1.1655
1,0.69922,-1.1521
1,0.70312,-1.07
1,0.70703,-0.87116
1,0.71094,-0.55834
1,0.71484,-0.18164
1,0.71875,0.19592
1,0.72266,0.52681
1,0.72656,0.78857
1,0.73047,0.97957
1,0.73438,1.1101
1,0.73828,1.1947
1,0.74219,1.247
1,0.74609,1.2782
1,0.75,1.2962
1,0.75391,1.3062
1,0.75781,1.3112
1,0.76172,1.2978
1,0.76562,1.2157
1,0.76953,1.0169
1,0.77344,0.70404
1,0.77734,0.32733
1,0.78125,-0.050223
1,0.78516,-0.38111
1,0.78906,-0.64287
1,0.79297,-0.83388
1,0.79688,-0.96444
1,0.80078,-1.049
1,0.80469,-1.1013
1,0.80859,-1.1325
1,0.8125,-1.1505
1,0.81641,-1.1605
1,0.82031,-1.1655
1,0.82422,-1.1521
1,0.82812,-1.07
1,0.83203,-0.87116
1,0.83594,-0.55834
1,0.83984,-0.18164
1,0.84375,0.19592
1,0.84766,0.52681
1,0.85156,0.78857
1,0.85547,0.97957
1,0.85938,1.1101
1,0.86328,1.1947
1,0.86719,1.247
1,0.87109,1.2782
1,0.875,1.2962
1,0.87891,1.3062
1,0.88281,1.3112
1,0.88672,1.2978
1,0.89062,1.2157
1,0.89453,1.0169
1,0.89844,0.70404
1,0.90234,0.32733
1,0.90625,-0.050223
1,0.91016,-0.38111
1,0.91406,-0.64287
1,0.91797,-0.83388
1,0.92188,-0.96444
1,0.92578,-1.049
1,0.92969,-1.1013
1,0.93359,-1.1325
1,0.9375,-1.1505
1,0.94141,-1.1605
1,0.94531,-1.1655
1,0.94922,-1.1521
1,0.95312,-1.07
1,0.95703,-0.87116
1,0.96094,-0.55834
1,0.96484,-0.18164
1,0.96875,0.19592
1,0.97266,0.52681
1,0.97656,0.78857
1,0.98047,0.97957
1,0.98438,1.1101
1,0.98828,1.1947
1,0.99219,1.247
1,0.99609,1.2782
1,1,1.2962
